Contigs id(VIRUS)	Host taxid	pmid	evidence
Gammaproteobacteria_gi_298497799_740126_752459	412967	26200428	VirSorter
Gammaproteobacteria_gi_229605062_852208_858811	593588	26200428	VirSorter
Gammaproteobacteria_gi_229606122_1260437_1292679	593588	26200428	VirSorter
Gammaproteobacteria_gi_225363919_1529390_1561632	345072	26200428	VirSorter
Gammaproteobacteria_gi_225363919_796706_817294	345072	26200428	VirSorter
Gammaproteobacteria_gi_223666377_54255_61393	417398	26200428	VirSorter
Gammaproteobacteria_gi_118585854_33338_40720	412883	26200428	VirSorter
Gammaproteobacteria_gi_118585879_32585_39012	412883	26200428	VirSorter
Gammaproteobacteria_gi_211594590_47462_78403	417399	26200428	VirSorter
Gammaproteobacteria_gi_211594598_213750_220203	417399	26200428	VirSorter
Gammaproteobacteria_gi_211594685_13608_50732	417399	26200428	VirSorter
GOV_bin_4825_contig-100_4	127906	27654921	blastn
Gammaproteobacteria_gi_15640032_1564445_1574540	243277	26200428	VirSorter
Gammaproteobacteria_gi_471999978	1095661	26200428	VirSorter
Gammaproteobacteria_gi_471999982	1095661	26200428	VirSorter
Gammaproteobacteria_gi_472037766_67769_101407	1095662	26200428	VirSorter
Gammaproteobacteria_gi_480992392	1124474	26200428	VirSorter
Gammaproteobacteria_gi_480992456	1124469	26200428	VirSorter
Gammaproteobacteria_gi_480992502	1124470	26200428	VirSorter
Gammaproteobacteria_gi_480992618	1124475	26200428	VirSorter
Gammaproteobacteria_gi_480992657	1124471	26200428	VirSorter
Gammaproteobacteria_gi_480992705	1124471	26200428	VirSorter
Gammaproteobacteria_gi_480992793	1124468	26200428	VirSorter
Gammaproteobacteria_gi_360034408_1041584_1051380	914149	26200428	VirSorter
Gammaproteobacteria_gi_452301497	925769	26200428	VirSorter
Gammaproteobacteria_gi_452300766	925768	26200428	VirSorter
Gammaproteobacteria_gi_480992919	1124480	26200428	VirSorter
Gammaproteobacteria_gi_480992931	1124480	26200428	VirSorter
Gammaproteobacteria_gi_480993022	1124486	26200428	VirSorter
Gammaproteobacteria_gi_480993100	1124484	26200428	VirSorter
Gammaproteobacteria_gi_480993165	1124476	26200428	VirSorter
Gammaproteobacteria_gi_480993255	1124481	26200428	VirSorter
Gammaproteobacteria_gi_480993630	1124482	26200428	VirSorter
Gammaproteobacteria_gi_480993736	1124483	26200428	VirSorter
Gammaproteobacteria_gi_480993821	1124485	26200428	VirSorter
Gammaproteobacteria_gi_480993925	1124472	26200428	VirSorter
Gammaproteobacteria_gi_480994014	1124473	26200428	VirSorter
Gammaproteobacteria_gi_480994075	1124487	26200428	VirSorter
Gammaproteobacteria_gi_480994162_44609_78298	1124479	26200428	VirSorter
Gammaproteobacteria_gi_480994178	1124479	26200428	VirSorter
Gammaproteobacteria_gi_452704186	1124477	26200428	VirSorter
Gammaproteobacteria_gi_472064940_62571_69922	1095659	26200428	VirSorter
Gammaproteobacteria_gi_472107175	1095660	26200428	VirSorter
Gammaproteobacteria_gi_472116569_193916_227698	1095660	26200428	VirSorter
Gammaproteobacteria_gi_472116832	1095660	26200428	VirSorter
Gammaproteobacteria_gi_472116838	1095660	26200428	VirSorter
Gammaproteobacteria_gi_472136372	1095645	26200428	VirSorter
Gammaproteobacteria_gi_472138558_127367_131320	1095644	26200428	VirSorter
Gammaproteobacteria_gi_452699797_127665_161304	1055325	26200428	VirSorter
Gammaproteobacteria_gi_480994255	1124478	26200428	VirSorter
Gammaproteobacteria_gi_472150741_54320_58273	1095651	26200428	VirSorter
Gammaproteobacteria_gi_472152950_54328_58281	1095652	26200428	VirSorter
Gammaproteobacteria_gi_472158607_53975_58299	1095653	26200428	VirSorter
Gammaproteobacteria_gi_472165800	1095654	26200428	VirSorter
Gammaproteobacteria_gi_472165804	1095654	26200428	VirSorter
Gammaproteobacteria_gi_472167898_53984_58308	1095640	26200428	VirSorter
Gammaproteobacteria_gi_472171873	1095641	26200428	VirSorter
Gammaproteobacteria_gi_472182363_39007_61395	1095646	26200428	VirSorter
Gammaproteobacteria_gi_472182408	1095646	26200428	VirSorter
Gammaproteobacteria_gi_472184608_53988_58312	1095647	26200428	VirSorter
Gammaproteobacteria_gi_472184967_396439_428681	1095647	26200428	VirSorter
Gammaproteobacteria_gi_472188377_39001_60432	1095648	26200428	VirSorter
Gammaproteobacteria_gi_472191142_53122_62570	1095649	26200428	VirSorter
Gammaproteobacteria_gi_472194267	1095650	26200428	VirSorter
Gammaproteobacteria_gi_472194270	1095650	26200428	VirSorter
Gammaproteobacteria_gi_449057232_128143_134746	1224154	26200428	VirSorter
Gammaproteobacteria_gi_472215761_54318_58271	1095642	26200428	VirSorter
Gammaproteobacteria_gi_472218846_54318_58264	1095643	26200428	VirSorter
Gammaproteobacteria_gi_472200585	1095655	26200428	VirSorter
Gammaproteobacteria_gi_472203943_54371_58819	1095656	26200428	VirSorter
Gammaproteobacteria_gi_472203988	1095656	26200428	VirSorter
Gammaproteobacteria_gi_472206314_499120_535616	1095657	26200428	VirSorter
Gammaproteobacteria_gi_472207317_25_9589	1095657	26200428	VirSorter
Gammaproteobacteria_gi_472211598	1095658	26200428	VirSorter
Gammaproteobacteria_gi_472223884_54326_58279	1095639	26200428	VirSorter
Gammaproteobacteria_gi_147671401_1012837_1046619	345073	26200428	VirSorter
Gammaproteobacteria_gi_147671401_561159_567544	345073	26200428	VirSorter
Gammaproteobacteria_gi_147673035_1115122_1139313	345073	26200428	VirSorter
Gammaproteobacteria_gi_147673035_689119_722678	345073	26200428	VirSorter
Gammaproteobacteria_gi_147673035_764575_799610	345073	26200428	VirSorter
Gammaproteobacteria_gi_227116370_1220538_1254097	345073	26200428	VirSorter
Gammaproteobacteria_gi_227116370_1295994_1331029	345073	26200428	VirSorter
Gammaproteobacteria_gi_227116370_1646541_1670732	345073	26200428	VirSorter
Gammaproteobacteria_gi_227119188_214350_248132	345073	26200428	VirSorter
Gammaproteobacteria_gi_227119188_696398_703019	345073	26200428	VirSorter
Gammaproteobacteria_gi_481023718_32135_41293	1258564	26200428	VirSorter
Gammaproteobacteria_gi_262166852	675807	26200428	VirSorter
Gammaproteobacteria_gi_262167787_45426_79208	675807	26200428	VirSorter
Gammaproteobacteria_gi_262169251_599_12725	675807	26200428	VirSorter
Gammaproteobacteria_gi_262170156_45514_79073	675807	26200428	VirSorter
Gammaproteobacteria_gi_229517779_797262_805877	593589	26200428	VirSorter
Gammaproteobacteria_gi_229518488_757267_789509	593589	26200428	VirSorter
Gammaproteobacteria_gi_229522229_436716_470354	593586	26200428	VirSorter
Gammaproteobacteria_gi_254225709_15995_50000	345075	26200428	VirSorter
Gammaproteobacteria_gi_254226666_0_9659	345075	26200428	VirSorter
Gammaproteobacteria_gi_254227128	345075	26200428	VirSorter
Gammaproteobacteria_gi_254227173	345075	26200428	VirSorter
Gammaproteobacteria_gi_121729854	345076	26200428	VirSorter
Gammaproteobacteria_gi_121730290	345076	26200428	VirSorter
Gammaproteobacteria_gi_121730307	345076	26200428	VirSorter
Gammaproteobacteria_gi_452732231_953_16887	1225783	26200428	VirSorter
Gammaproteobacteria_gi_452732416_0_6233	1225782	26200428	VirSorter
Gammaproteobacteria_gi_410685988	675	26200428	VirSorter
Gammaproteobacteria_gi_260775639_290984_388801	675814	26200428	VirSorter
Gammaproteobacteria_gi_545085857_23602_69210	1384040	26200428	VirSorter
Gammaproteobacteria_gi_485044143	909421	26200428	VirSorter
Gammaproteobacteria_gi_484196235	1191300	26200428	VirSorter
Gammaproteobacteria_gi_484197915_9196_15945	1191302	26200428	VirSorter
Gammaproteobacteria_gi_484198922_37093_43222	1191303	26200428	VirSorter
Gammaproteobacteria_gi_483944692_12830_16461	1136160	26200428	VirSorter
Gammaproteobacteria_gi_483949317	1136160	26200428	VirSorter
Gammaproteobacteria_gi_483954156_57319_65960	1136161	26200428	VirSorter
Gammaproteobacteria_gi_483959051	1136162	26200428	VirSorter
Gammaproteobacteria_gi_483910244_69452_72819	1136157	26200428	VirSorter
Gammaproteobacteria_gi_483911551_133811_137112	1136157	26200428	VirSorter
Gammaproteobacteria_gi_483914168	1136158	26200428	VirSorter
Gammaproteobacteria_gi_483916596	1136158	26200428	VirSorter
Gammaproteobacteria_gi_483919455	1136158	26200428	VirSorter
Gammaproteobacteria_gi_483921849_2046_8005	1136158	26200428	VirSorter
Gammaproteobacteria_gi_483959591	1136163	26200428	VirSorter
Gammaproteobacteria_gi_483959629_12224_22748	1136163	26200428	VirSorter
Gammaproteobacteria_gi_483959629_525_12222	1136163	26200428	VirSorter
Gammaproteobacteria_gi_549963374_757764_770589	1136163	26200428	VirSorter
Gammaproteobacteria_gi_549963374_770520_781333	1136163	26200428	VirSorter
Gammaproteobacteria_gi_406839693	1136166	26200428	VirSorter
Gammaproteobacteria_gi_483965295_7766_16559	1136173	26200428	VirSorter
Gammaproteobacteria_gi_483965540_13444_19604	1136173	26200428	VirSorter
Gammaproteobacteria_gi_483966973	1136175	26200428	VirSorter
Gammaproteobacteria_gi_483966992	1136175	26200428	VirSorter
Gammaproteobacteria_gi_483962047_107418_115844	1136167	26200428	VirSorter
Gammaproteobacteria_gi_483962546	1136168	26200428	VirSorter
Gammaproteobacteria_gi_483962623	1136168	26200428	VirSorter
Gammaproteobacteria_gi_483963222_0_11682	1136169	26200428	VirSorter
Gammaproteobacteria_gi_521101255	1336753	26200428	VirSorter
Gammaproteobacteria_gi_521101461_54755_62751	1336753	26200428	VirSorter
Gammaproteobacteria_gi_499136868_9221_28766	1269943	26200428	VirSorter
Gammaproteobacteria_gi_484194864_20_19517	1191298	26200428	VirSorter
Gammaproteobacteria_gi_269963037_53217_61033	673519	26200428	VirSorter
Gammaproteobacteria_gi_484137980	1287887	26200428	VirSorter
Gammaproteobacteria_gi_484138016	1287887	26200428	VirSorter
Gammaproteobacteria_gi_472444181_34_8590	1125980	26200428	VirSorter
Gammaproteobacteria_gi_484286569_99263_109418	1191522	26200428	VirSorter
Gammaproteobacteria_gi_343504309_13209_22216	870968	26200428	VirSorter
Gammaproteobacteria_gi_343506764	870968	26200428	VirSorter
Gammaproteobacteria_gi_343508076_33482_43245	870968	26200428	VirSorter
Gammaproteobacteria_gi_550028398	1400797	26200428	VirSorter
Gammaproteobacteria_gi_550033138	1400797	26200428	VirSorter
Gammaproteobacteria_gi_550020189	1400798	26200428	VirSorter
Gammaproteobacteria_gi_550024831	1400798	26200428	VirSorter
Gammaproteobacteria_gi_262170318_1357443_1364632	675806	26200428	VirSorter
Gammaproteobacteria_gi_262174036	675806	26200428	VirSorter
Gammaproteobacteria_gi_424810601_94741_103331	756012	26200428	VirSorter
Gammaproteobacteria_gi_258620050_263012_300436	671076	26200428	VirSorter
Gammaproteobacteria_gi_258623410_96558_103697	671076	26200428	VirSorter
Gammaproteobacteria_gi_258626010_56_6504	671074	26200428	VirSorter
Gammaproteobacteria_gi_520913670	1219067	26200428	VirSorter
GOV_bin_6_contig-100_2	29495	27654921	Tetra
Gammaproteobacteria_gi_550392970_235_40300	1238430	26200428	VirSorter
Gammaproteobacteria_gi_550400724	1238431	26200428	VirSorter
Gammaproteobacteria_gi_550401017	1238431	26200428	VirSorter
Gammaproteobacteria_gi_550406366	1238432	26200428	VirSorter
Gammaproteobacteria_gi_550408608_380_15324	1238432	26200428	VirSorter
Gammaproteobacteria_gi_550420495	1238441	26200428	VirSorter
GOV_bin_3164_contig-100_0	1238441	27654921	Tetra
GOV_bin_8622_contig-100_3	1238447	27654921	Tetra
Gammaproteobacteria_gi_550282576	1238448	26200428	VirSorter
Gammaproteobacteria_gi_550284298	1238448	26200428	VirSorter
Gammaproteobacteria_gi_550286899	1238448	26200428	VirSorter
Gammaproteobacteria_gi_560225711	1238446	26200428	VirSorter
Gammaproteobacteria_gi_560225766	1238446	26200428	VirSorter
Gammaproteobacteria_gi_550304393	1238449	26200428	VirSorter
Gammaproteobacteria_gi_550350159	1238450	26200428	VirSorter
Gammaproteobacteria_gi_550359971	1238450	26200428	VirSorter
GOV_bin_444_contig-100_0	1238450	27654921	Tetra
Gammaproteobacteria_gi_550368177	1238451	26200428	VirSorter
Gammaproteobacteria_gi_550370650	1238451	26200428	VirSorter
Gammaproteobacteria_gi_484194109_8091_16963	314865	26200428	VirSorter
Gammaproteobacteria_gi_484191339_9351_13113	617131	26200428	VirSorter
Gammaproteobacteria_gi_484191381	617131	26200428	VirSorter
Gammaproteobacteria_gi_484192947	617132	26200428	VirSorter
Gammaproteobacteria_gi_484193544_8003_16875	617134	26200428	VirSorter
Gammaproteobacteria_gi_501174973	1229493	26200428	VirSorter
Gammaproteobacteria_gi_10955964	670	26200428	VirSorter
GOV_bin_2321_contig-100_1	670	27654921	blastn
GOV_bin_5419_contig-100_2	670	27654921	blastn
Tp1_111_DCM_0-0d2_scaffold79104_1	670	27654921	blastn
Gammaproteobacteria_gi_545077902_1370821_1381245	1238231	26200428	VirSorter
Gammaproteobacteria_gi_545078374_368107_381725	1238231	26200428	VirSorter
Gammaproteobacteria_gi_560999774_250781_261293	1238195	26200428	VirSorter
Gammaproteobacteria_gi_417319646_50041_60465	745023	26200428	VirSorter
Gammaproteobacteria_gi_545122446_857592_866602	1238199	26200428	VirSorter
Gammaproteobacteria_gi_545122446_866549_878573	1238199	26200428	VirSorter
Gammaproteobacteria_gi_223044564_334674_422569	563773	26200428	VirSorter
Gammaproteobacteria_gi_223044732_10857_18708	563772	26200428	VirSorter
Gammaproteobacteria_gi_225936441_19528_28538	627611	26200428	VirSorter
Gammaproteobacteria_gi_225936441_28485_41472	627611	26200428	VirSorter
Gammaproteobacteria_gi_545084651_198022_207032	1238213	26200428	VirSorter
Gammaproteobacteria_gi_525852846_865879_874630	1338032	26200428	VirSorter
Gammaproteobacteria_gi_525847173_1369122_1377737	1338034	26200428	VirSorter
Gammaproteobacteria_gi_525949893_2014713_2023446	1338034	26200428	VirSorter
Gammaproteobacteria_gi_223044763_3674_12026	563771	26200428	VirSorter
Gammaproteobacteria_gi_28896774_1659252_1669725	223926	26200428	VirSorter
Gammaproteobacteria_gi_483981084_270863_280412	1234128	26200428	VirSorter
Gammaproteobacteria_gi_498508373_4611_9805	1300351	26200428	VirSorter
Gammaproteobacteria_gi_545084871_1236653_1249102	1238218	26200428	VirSorter
Gammaproteobacteria_gi_545084871_1249381_1258159	1238218	26200428	VirSorter
Gammaproteobacteria_gi_545081111_1043_10544	1238209	26200428	VirSorter
Gammaproteobacteria_gi_545081111_11179_20437	1238209	26200428	VirSorter
Gammaproteobacteria_gi_545081878_1452050_1464499	1238208	26200428	VirSorter
Gammaproteobacteria_gi_545081878_1464793_1473556	1238208	26200428	VirSorter
Gammaproteobacteria_gi_545122535_564_8017	1238224	26200428	VirSorter
Gammaproteobacteria_gi_545122535_7964_13930	1238224	26200428	VirSorter
GOV_bin_5350_contig-100_4	28229	27654921	Tetra
GOV_bin_706_contig-100_0	28229	27654921	Tetra
Gammaproteobacteria_gi_349703141_0_12072	987060	26200428	VirSorter
Gammaproteobacteria_gi_349703176	987060	26200428	VirSorter
Gammaproteobacteria_gi_343509570	870967	26200428	VirSorter
Gammaproteobacteria_gi_149192253_2769_11670	391591	26200428	VirSorter
Gammaproteobacteria_gi_254507641_77639_91107	391586	26200428	VirSorter
Gammaproteobacteria_gi_484030090	1234592	26200428	VirSorter
Gammaproteobacteria_gi_484030366	1234592	26200428	VirSorter
Gammaproteobacteria_gi_484030417	1234592	26200428	VirSorter
Gammaproteobacteria_gi_484030541	1234592	26200428	VirSorter
Gammaproteobacteria_gi_484030545	1234592	26200428	VirSorter
Gammaproteobacteria_gi_163800103_622013_628634	314289	26200428	VirSorter
Gammaproteobacteria_gi_163800684_217739_226406	314289	26200428	VirSorter
Gammaproteobacteria_gi_163800684_231292_237534	314289	26200428	VirSorter
Gammaproteobacteria_gi_163803045	314289	26200428	VirSorter
GOV_bin_1912_contig-100_4	1517681	27654921	Tetra
Gammaproteobacteria_gi_424032399_29_13053	992010	26200428	VirSorter
Gammaproteobacteria_gi_424044467	992012	26200428	VirSorter
Gammaproteobacteria_gi_424044476	992012	26200428	VirSorter
GOV_bin_5427_contig-100_0	1219064	27654921	Tetra
Tp1_78_DCM_0-0d2_scaffold46674_1	1219064	27654921	Tetra
GOV_bin_1630_contig-100_0	170651	27654921	Tetra
Gammaproteobacteria_gi_262402114_29309_45270	675815	26200428	VirSorter
Tp1_36_SUR_0-0d2_scaffold67691_1	579748	27654921	Tetra
GOV_bin_1734_contig-100_0	796620	27654921	Tetra
GOV_bin_1925_contig-100_1	796620	27654921	Tetra
GOV_bin_2153_contig-100_2	796620	27654921	Tetra
GOV_bin_2843_contig-100_3	796620	27654921	Tetra
GOV_bin_3432_contig-100_1	796620	27654921	Tetra
GOV_bin_3832_contig-100_1	796620	27654921	Tetra
GOV_bin_4509_contig-100_0	796620	27654921	Tetra
GOV_bin_495_contig-100_6	796620	27654921	Tetra
GOV_bin_798_contig-100_0	796620	27654921	Tetra
GOV_bin_833_contig-100_1	796620	27654921	Tetra
Tp1_31_SUR_0-0d2_scaffold54031_1	796620	27654921	Tetra
Tp1_41_DCM_0-0d2_scaffold23317_1	796620	27654921	Tetra
Tp1_70_MES_0-0d2_scaffold38952_1	796620	27654921	Tetra
Gammaproteobacteria_gi_483968141	530557	26200428	VirSorter
Gammaproteobacteria_gi_484202349_16948_55678	617145	26200428	VirSorter
Gammaproteobacteria_gi_484203171	617145	26200428	VirSorter
Gammaproteobacteria_gi_417949419_198_5285	1051645	26200428	VirSorter
Gammaproteobacteria_gi_417949419_5402_16912	1051645	26200428	VirSorter
Gammaproteobacteria_gi_484201522	617146	26200428	VirSorter
Gammaproteobacteria_gi_484206216	1191323	26200428	VirSorter
Gammaproteobacteria_gi_484204727	1191322	26200428	VirSorter
Gammaproteobacteria_gi_484207440_64460_74207	1191324	26200428	VirSorter
Gammaproteobacteria_gi_484208943_7651_19335	1191326	26200428	VirSorter
GOV_bin_4825_contig-100_4	672	27654921	blastn
Gammaproteobacteria_gi_320157827_918607_928792	914127	26200428	VirSorter
GOV_bin_4350_contig-100_0	1482	27654921	Tetra
GOV_bin_2736_contig-100_0	171693	27654921	Tetra
GOV_bin_4154_contig-100_0	171693	27654921	Tetra
GOV_bin_436_contig-100_2	171693	27654921	Tetra
GOV_bin_48571_contig-100_1	171693	27654921	Tetra
GOV_bin_7836_contig-100_2	171693	27654921	Tetra
Tp1_123_DCM_0-0d2_scaffold29382_1	171693	27654921	Tetra
Tp1_32_SUR_0-0d2_scaffold22304_2	171693	27654921	Tetra
Tp1_52_DCM_0-0d2_scaffold54561_2	171693	27654921	Tetra
GOV_bin_2000_contig-100_0	1462526	27654921	Tetra
Tp1_124_DCM_0-0d2_scaffold26714_1	1462526	27654921	Tetra
Betaproteobacteria_gi_485099580	1123499	26200428	VirSorter
GOV_bin_365_contig-100_2	316	27654921	Tetra
GOV_bin_4403_contig-100_1	316	27654921	Tetra
Bacilli_gi_390630674	1127131	26200428	VirSorter
GOV_bin_1265_contig-100_6	754409	27654921	Tetra
GOV_bin_1545_contig-100_0	754409	27654921	Tetra
GOV_bin_204_contig-100_0	754409	27654921	Tetra
GOV_bin_242_contig-100_3	754409	27654921	Tetra
GOV_bin_2491_contig-100_1	754409	27654921	Tetra
GOV_bin_3080_contig-100_0	754409	27654921	Tetra
GOV_bin_3263_contig-100_0	754409	27654921	Tetra
GOV_bin_3427_contig-100_0	754409	27654921	Tetra
GOV_bin_3515_contig-100_1	754409	27654921	Tetra
GOV_bin_3826_contig-100_4	754409	27654921	Tetra
GOV_bin_4617_contig-100_0	754409	27654921	Tetra
GOV_bin_4907_contig-100_2	754409	27654921	Tetra
GOV_bin_51203_contig-100_1	754409	27654921	Tetra
GOV_bin_8024_contig-100_0	754409	27654921	Tetra
Mp1_MSP114_JGI24656J20076_1000093	754409	27654921	Tetra
Tp1_102_DCM_0-0d2_scaffold29571_1	754409	27654921	Tetra
Tp1_111_DCM_0-0d2_scaffold22611_1	754409	27654921	Tetra
Tp1_123_DCM_0-0d2_scaffold11578_2	754409	27654921	Tetra
Tp1_124_SUR_0-0d2_scaffold27287_1	754409	27654921	Tetra
Tp1_124_SUR_0-0d2_scaffold55730_1	754409	27654921	Tetra
Tp1_125_SUR_0-0d2_C3583413_1	754409	27654921	Tetra
Tp1_18_DCM_0-0d2_C3044258_1	754409	27654921	Tetra
Tp1_23_DCM_0-0d2_scaffold55311_2	754409	27654921	Tetra
Tp1_23_DCM_0-0d2_scaffold74690_1	754409	27654921	Tetra
Tp1_33_SUR_0-0d2_scaffold69876_1	754409	27654921	Tetra
Tp1_72_DCM_0-0d2_scaffold31612_1	754409	27654921	Tetra
Tp1_78_DCM_0-0d2_scaffold16874_1	754409	27654921	Tetra
Gammaproteobacteria_gi_484231890_533788_628137	1123502	26200428	VirSorter
Alphaproteobacteria_gi_224580656_0_35096	569881	26200428	VirSorter
Alphaproteobacteria_gi_224580657	569881	26200428	VirSorter
Alphaproteobacteria_gi_484006205	116598	26200428	VirSorter
Alphaproteobacteria_gi_353025795	941258	26200428	VirSorter
Alphaproteobacteria_gi_373449894	1116230	26200428	VirSorter
Alphaproteobacteria_gi_558562543_24663_106868	1317678	26200428	VirSorter
Gammaproteobacteria_gi_285016821_1792470_1845390	380358	26200428	VirSorter
Gammaproteobacteria_gi_484083113	1169848	26200428	VirSorter
Gammaproteobacteria_gi_484064829	1150615	26200428	VirSorter
Gammaproteobacteria_gi_484064910	1150615	26200428	VirSorter
Gammaproteobacteria_gi_418518641_585_10562	1118965	26200428	VirSorter
Gammaproteobacteria_gi_418519098	1118965	26200428	VirSorter
Gammaproteobacteria_gi_484230766	1189618	26200428	VirSorter
Gammaproteobacteria_gi_484232090_11680_18797	1185659	26200428	VirSorter
Gammaproteobacteria_gi_484233311	1185670	26200428	VirSorter
Gammaproteobacteria_gi_484233324	1185670	26200428	VirSorter
Gammaproteobacteria_gi_484233787	1185671	26200428	VirSorter
Gammaproteobacteria_gi_484234142	1185672	26200428	VirSorter
Gammaproteobacteria_gi_484234849	1185673	26200428	VirSorter
Gammaproteobacteria_gi_484235044	1185674	26200428	VirSorter
Gammaproteobacteria_gi_484235291	1185675	26200428	VirSorter
Gammaproteobacteria_gi_484235442	1185675	26200428	VirSorter
Gammaproteobacteria_gi_484235848	1185675	26200428	VirSorter
Gammaproteobacteria_gi_484236201	1185676	26200428	VirSorter
Gammaproteobacteria_gi_484236233	1185676	26200428	VirSorter
Gammaproteobacteria_gi_484236376	1185676	26200428	VirSorter
Gammaproteobacteria_gi_484236603	1185677	26200428	VirSorter
Gammaproteobacteria_gi_484237025_66_12781	1185678	26200428	VirSorter
Gammaproteobacteria_gi_484237295	1185679	26200428	VirSorter
Gammaproteobacteria_gi_484237461	1185680	26200428	VirSorter
Gammaproteobacteria_gi_484237469_5094_14398	1185680	26200428	VirSorter
Gammaproteobacteria_gi_484237693_0_6199	1185681	26200428	VirSorter
Gammaproteobacteria_gi_484237847_80_6965	1185682	26200428	VirSorter
Gammaproteobacteria_gi_484238102	1185683	26200428	VirSorter
Gammaproteobacteria_gi_484238114	1185683	26200428	VirSorter
Gammaproteobacteria_gi_484238593	1185684	26200428	VirSorter
Gammaproteobacteria_gi_484238671	1185684	26200428	VirSorter
Gammaproteobacteria_gi_484238875	1185684	26200428	VirSorter
Gammaproteobacteria_gi_484239119_4520_14952	1185685	26200428	VirSorter
Gammaproteobacteria_gi_484239153	1185686	26200428	VirSorter
Gammaproteobacteria_gi_484239415_4420_14852	1185687	26200428	VirSorter
Gammaproteobacteria_gi_484239930	1185687	26200428	VirSorter
Gammaproteobacteria_gi_484240186_4517_17904	1185688	26200428	VirSorter
Gammaproteobacteria_gi_484240332_58_6583	1185689	26200428	VirSorter
Gammaproteobacteria_gi_484240365	1185689	26200428	VirSorter
Gammaproteobacteria_gi_484240863	1185691	26200428	VirSorter
Gammaproteobacteria_gi_484240938	1185691	26200428	VirSorter
Gammaproteobacteria_gi_484247344	1185704	26200428	VirSorter
Gammaproteobacteria_gi_484245404	1185702	26200428	VirSorter
Gammaproteobacteria_gi_484247659	1185705	26200428	VirSorter
Gammaproteobacteria_gi_484247867	1185705	26200428	VirSorter
Gammaproteobacteria_gi_484248358	1185661	26200428	VirSorter
Gammaproteobacteria_gi_484248765	1185662	26200428	VirSorter
Gammaproteobacteria_gi_484249003	1185663	26200428	VirSorter
Gammaproteobacteria_gi_484249836_6960_13225	1185665	26200428	VirSorter
Gammaproteobacteria_gi_484250130	1185666	26200428	VirSorter
Gammaproteobacteria_gi_484250532	1185667	26200428	VirSorter
Gammaproteobacteria_gi_484250687	1185668	26200428	VirSorter
Gammaproteobacteria_gi_484251017	1185669	26200428	VirSorter
Gammaproteobacteria_gi_484251403	1185706	26200428	VirSorter
Gammaproteobacteria_gi_484253064	1185710	26200428	VirSorter
Gammaproteobacteria_gi_484255311	1185714	26200428	VirSorter
Gammaproteobacteria_gi_484256122	1185715	26200428	VirSorter
Gammaproteobacteria_gi_484256503	1185658	26200428	VirSorter
Gammaproteobacteria_gi_484256810	1185327	26200428	VirSorter
Gammaproteobacteria_gi_484256996	1185327	26200428	VirSorter
Gammaproteobacteria_gi_484257550	1185656	26200428	VirSorter
Gammaproteobacteria_gi_484257565	1185656	26200428	VirSorter
Gammaproteobacteria_gi_484258229	1185657	26200428	VirSorter
Gammaproteobacteria_gi_390991443_618_35923	1085630	26200428	VirSorter
Gammaproteobacteria_gi_484106788_16595_21965	1182783	26200428	VirSorter
Gammaproteobacteria_gi_66766352_2528166_2545161	314565	26200428	VirSorter
Gammaproteobacteria_gi_21229478_2434388_2451079	190485	26200428	VirSorter
Gammaproteobacteria_gi_485683816_39_9649	1075759	26200428	VirSorter
Gammaproteobacteria_gi_484209879_61125_70091	1094183	26200428	VirSorter
Gammaproteobacteria_gi_484210315_121892_137573	1094184	26200428	VirSorter
Gammaproteobacteria_gi_484210951_121748_137383	1094185	26200428	VirSorter
Gammaproteobacteria_gi_257136649_64838_76291	559737	26200428	VirSorter
Gammaproteobacteria_gi_484212922_123788_133278	1094187	26200428	VirSorter
Gammaproteobacteria_gi_384425691_2459236_2469751	990315	26200428	VirSorter
Gammaproteobacteria_gi_78045556_2783418_2796071	316273	26200428	VirSorter
Gammaproteobacteria_gi_381173609_619_7630	1156940	26200428	VirSorter
Gammaproteobacteria_gi_488898121	1131451	26200428	VirSorter
Gammaproteobacteria_gi_294664179	427082	26200428	VirSorter
Gammaproteobacteria_gi_294664513	427082	26200428	VirSorter
Gammaproteobacteria_gi_294665708	427082	26200428	VirSorter
Gammaproteobacteria_gi_294624470	427081	26200428	VirSorter
Gammaproteobacteria_gi_549713031_2576270_2586301	366649	26200428	VirSorter
Gammaproteobacteria_gi_325921215_6428_16434	925777	26200428	VirSorter
Gammaproteobacteria_gi_84621657_2362429_2381835	342109	26200428	VirSorter
Gammaproteobacteria_gi_485066476	1009853	26200428	VirSorter
Gammaproteobacteria_gi_485067335	1009854	26200428	VirSorter
Gammaproteobacteria_gi_325928215	925776	26200428	VirSorter
Gammaproteobacteria_gi_378760355_17769_33455	1084662	26200428	VirSorter
Gammaproteobacteria_gi_378760357_8358_14535	1084662	26200428	VirSorter
Gammaproteobacteria_gi_484178383	1240783	26200428	VirSorter
Gammaproteobacteria_gi_433676172	1261556	26200428	VirSorter
Gammaproteobacteria_gi_484213551	1094174	26200428	VirSorter
Gammaproteobacteria_gi_484216116_105899_115851	1094181	26200428	VirSorter
Gammaproteobacteria_gi_484216135_320523_330087	1094181	26200428	VirSorter
Gammaproteobacteria_gi_484216160	1094181	26200428	VirSorter
Gammaproteobacteria_gi_325915711_0_5234	925775	26200428	VirSorter
Cyanobacteria_gi_443328673	102125	26200428	VirSorter
